Trafikkregistreringspunkt,Navn,Vegreferanse,Fra,Til,Dato,Felt,Volum,Dekningsgrad (%),Antall timer total,Antall timer inkludert,Antall timer ugyldig,Ikke gyldig lengde,Lengdekvalitetsgrad (%),"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,1,3265,"100,0",24,24,0,1443,"55,80",1810,12,2,3,4,3,3,0
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,2,5023,"100,0",24,24,0,1530,"69,54",3466,27,8,10,7,2,2,0
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,3,10444,"100,0",24,24,0,3382,"67,62",6638,424,70,69,141,144,134,10
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,4,10621,"100,0",24,24,0,3476,"67,27",6735,410,88,101,91,130,123,7
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,5,15,"100,0",24,24,0,10,"33,33",3,2,2,0,0,0,0,0
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Mortensrud,13724,"100,0",24,24,0,4835,"64,77",8451,438,74,72,145,147,137,10
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Åsland,15644,"100,0",24,24,0,5006,"68,00",10201,437,96,111,98,132,125,7
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt,29368,"100,0",24,24,0,9841,"66,49",18652,875,170,183,243,279,262,17
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,1,7447,"100,0",24,24,0,3241,"56,48",4018,188,90,38,30,30,30,0
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,2,9856,"100,0",24,24,0,2923,"70,34",6681,252,136,43,27,46,44,2
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,3,15081,"100,0",24,24,0,5020,"66,71",7761,2300,331,653,557,759,727,32
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,4,14212,"100,0",24,24,0,3742,"73,67",8046,2424,367,785,475,797,756,41
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,5,55,"100,0",24,24,0,34,"38,18",21,0,0,0,0,0,0,0
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning Mortensrud,22584,"100,0",24,24,0,8296,"63,27",11800,2488,421,691,587,789,757,32
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning Åsland,24067,"100,0",24,24,0,6664,"72,31",14727,2676,503,828,502,843,800,43
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt,46651,"100,0",24,24,0,14960,"67,93",26527,5164,924,1519,1089,1632,1557,75
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,1,8669,"100,0",24,24,0,4245,"51,03",4203,221,106,42,38,35,34,1
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,2,10833,"100,0",24,24,0,2338,"78,42",8148,347,199,64,32,52,51,1
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,3,15409,"100,0",24,24,0,4625,"69,99",8089,2695,368,724,712,891,841,50
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,4,14205,"100,0",24,24,0,4022,"71,69",7411,2772,363,786,576,1047,999,48
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,5,94,"100,0",24,24,0,53,"43,62",39,2,0,1,1,0,0,0
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt i retning Mortensrud,24172,"100,0",24,24,0,8923,"63,09",12331,2918,474,767,751,926,875,51
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt i retning Åsland,25038,"100,0",24,24,0,6360,"74,60",15559,3119,562,850,608,1099,1050,49
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt,49210,"100,0",24,24,0,15283,"68,94",27890,6037,1036,1617,1359,2025,1925,100
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,1,9023,"100,0",24,24,0,4329,"52,02",4465,229,117,43,32,37,37,0
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,2,11187,"100,0",24,24,0,2789,"75,07",8073,325,171,70,32,52,51,1
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,3,15464,"100,0",24,24,0,4387,"71,63",8555,2522,351,727,586,858,819,39
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,4,14087,"100,0",24,24,0,3847,"72,69",7602,2638,387,742,586,923,872,51
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,5,52,"100,0",24,24,0,21,"59,62",31,0,0,0,0,0,0,0
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,Totalt i retning Mortensrud,24538,"100,0",24,24,0,8736,"64,40",13051,2751,468,770,618,895,856,39
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,Totalt i retning Åsland,25275,"100,0",24,24,0,6637,"73,74",15675,2963,558,812,618,975,923,52
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,Totalt,49813,"100,0",24,24,0,15373,"69,14",28726,5714,1026,1582,1236,1870,1779,91
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,1,5179,"100,0",24,24,0,2277,"56,03",2867,35,23,6,3,3,3,0
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,2,6745,"100,0",24,24,0,1686,"75,00",4980,79,39,26,6,8,8,0
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,3,12767,"100,0",24,24,0,4434,"65,27",7679,654,144,198,169,143,136,7
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,4,11946,"100,0",24,24,0,3592,"69,93",7591,763,165,218,182,198,188,10
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,5,24,"100,0",24,24,0,15,"37,50",6,3,1,1,0,1,1,0
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,Totalt i retning Mortensrud,17970,"100,0",24,24,0,6726,"62,57",10552,692,168,205,172,147,140,7
12357V625212,Klemetsrud,EV6 S15D1 m1191,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,Totalt i retning Åsland,18691,"100,0",24,24,0,5278,"71,76",12571,842,204,244,188,206,196,10
