Trafikkregistreringspunkt,Navn,Vegreferanse,Fra,Til,Dato,Felt,Volum,Dekningsgrad (%),Antall timer total,Antall timer inkludert,Antall timer ugyldig,Ikke gyldig lengde,Lengdekvalitetsgrad (%),"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-20T00:00+01:00,2019-02-21T00:00+01:00,2019-02-20,1,1765,"45,8",24,12,1,756,"57,17",898,111,27,41,30,13,13,0
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-20T00:00+01:00,2019-02-21T00:00+01:00,2019-02-20,2,1141,"45,8",24,12,1,438,"61,61",605,98,21,36,23,18,17,1
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-20T00:00+01:00,2019-02-21T00:00+01:00,2019-02-20,Totalt i retning ENEBAKK,1766,"45,8",24,12,1,757,"57,13",898,111,27,41,30,13,13,0
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-20T00:00+01:00,2019-02-21T00:00+01:00,2019-02-20,Totalt i retning OSLO,1140,"45,8",24,12,1,437,"61,67",605,98,21,36,23,18,17,1
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-20T00:00+01:00,2019-02-21T00:00+01:00,2019-02-20,Totalt,2906,"45,8",24,12,1,1194,"58,91",1503,209,48,77,53,31,30,1
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-21T00:00+01:00,2019-02-22T00:00+01:00,2019-02-21,1,2260,"100,0",24,24,0,852,"62,30",1200,208,51,66,53,38,38,0
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-21T00:00+01:00,2019-02-22T00:00+01:00,2019-02-21,2,2337,"100,0",24,24,0,896,"61,66",1193,248,53,83,62,50,50,0
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-21T00:00+01:00,2019-02-22T00:00+01:00,2019-02-21,Totalt i retning ENEBAKK,2261,"100,0",24,24,0,853,"62,27",1200,208,51,66,53,38,38,0
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-21T00:00+01:00,2019-02-22T00:00+01:00,2019-02-21,Totalt i retning OSLO,2336,"100,0",24,24,0,895,"61,69",1193,248,53,83,62,50,50,0
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-21T00:00+01:00,2019-02-22T00:00+01:00,2019-02-21,Totalt,4597,"100,0",24,24,0,1748,"61,98",2393,456,104,149,115,88,88,0
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-22T00:00+01:00,2019-02-23T00:00+01:00,2019-02-22,1,2340,"100,0",24,24,0,883,"62,26",1241,216,49,81,50,36,35,1
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-22T00:00+01:00,2019-02-23T00:00+01:00,2019-02-22,2,2327,"100,0",24,24,0,918,"60,55",1165,244,60,73,59,52,52,0
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-22T00:00+01:00,2019-02-23T00:00+01:00,2019-02-22,Totalt i retning ENEBAKK,2340,"100,0",24,24,0,884,"62,22",1239,217,49,82,50,36,35,1
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-22T00:00+01:00,2019-02-23T00:00+01:00,2019-02-22,Totalt i retning OSLO,2327,"100,0",24,24,0,917,"60,59",1167,243,60,72,59,52,52,0
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-22T00:00+01:00,2019-02-23T00:00+01:00,2019-02-22,Totalt,4667,"100,0",24,24,0,1801,"61,41",2406,460,109,154,109,88,87,1
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-23T00:00+01:00,2019-02-24T00:00+01:00,2019-02-23,1,1671,"100,0",24,24,0,618,"63,02",998,55,16,10,24,5,4,1
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-23T00:00+01:00,2019-02-24T00:00+01:00,2019-02-23,2,1569,"100,0",24,24,0,654,"58,32",852,63,22,12,26,3,3,0
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-23T00:00+01:00,2019-02-24T00:00+01:00,2019-02-23,Totalt i retning ENEBAKK,1671,"100,0",24,24,0,619,"62,96",998,54,15,10,24,5,4,1
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-23T00:00+01:00,2019-02-24T00:00+01:00,2019-02-23,Totalt i retning OSLO,1569,"100,0",24,24,0,653,"58,38",852,64,23,12,26,3,3,0
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-23T00:00+01:00,2019-02-24T00:00+01:00,2019-02-23,Totalt,3240,"100,0",24,24,0,1272,"60,74",1850,118,38,22,50,8,7,1
00203V444270,SVÆRSVANN,FV155 S1D1 m31,2019-02-24T00:00+01:00,2019-02-25T00:00+01:00,2019-02-24,1,1426,"100,0",24,24,0,599,"57,99",791,36,9,14,12,1,1,0
