Trafikkregistreringspunkt,Navn,Vegreferanse,Fra,Til,Dato,Felt,Volum,Dekningsgrad (%),Antall timer total,Antall timer inkludert,Antall timer ugyldig,Ikke gyldig lengde,Lengdekvalitetsgrad (%),"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
54588V625325,FILIPSTAD ØSTGÅENDE RAMPER,EV18 S55D1 m4888 KD1 m213,2020-11-13T00:00+01:00,2020-11-14T00:00+01:00,2020-11-13,1,354,"41,7",24,11,1,3,"99,15",201,150,1,14,85,50,50,0
54588V625325,FILIPSTAD ØSTGÅENDE RAMPER,EV18 S55D1 m4888 KD1 m213,2020-11-13T00:00+01:00,2020-11-14T00:00+01:00,2020-11-13,3,2108,"41,7",24,11,1,0,"100,00",1805,303,30,29,152,92,92,0
54588V625325,FILIPSTAD ØSTGÅENDE RAMPER,EV18 S55D1 m4888 KD1 m213,2020-11-13T00:00+01:00,2020-11-14T00:00+01:00,2020-11-13,Totalt i retning Filipstad,0,"41,7",24,11,1,0,"100,00",0,0,0,0,0,0,0,0
54588V625325,FILIPSTAD ØSTGÅENDE RAMPER,EV18 S55D1 m4888 KD1 m213,2020-11-13T00:00+01:00,2020-11-14T00:00+01:00,2020-11-13,Totalt i retning Sentrum,2462,"41,7",24,11,1,3,"99,88",2006,453,31,43,237,142,142,0
54588V625325,FILIPSTAD ØSTGÅENDE RAMPER,EV18 S55D1 m4888 KD1 m213,2020-11-13T00:00+01:00,2020-11-14T00:00+01:00,2020-11-13,Totalt,2462,"41,7",24,11,1,3,"99,88",2006,453,31,43,237,142,142,0
54588V625325,FILIPSTAD ØSTGÅENDE RAMPER,EV18 S55D1 m4888 KD1 m213,2020-11-14T00:00+01:00,2020-11-15T00:00+01:00,2020-11-14,1,553,"100,0",24,24,0,8,"98,55",397,148,3,10,72,63,63,0
54588V625325,FILIPSTAD ØSTGÅENDE RAMPER,EV18 S55D1 m4888 KD1 m213,2020-11-14T00:00+01:00,2020-11-15T00:00+01:00,2020-11-14,3,3502,"100,0",24,24,0,0,"100,00",3113,389,39,32,206,112,112,0
54588V625325,FILIPSTAD ØSTGÅENDE RAMPER,EV18 S55D1 m4888 KD1 m213,2020-11-14T00:00+01:00,2020-11-15T00:00+01:00,2020-11-14,Totalt i retning Filipstad,2,"100,0",24,24,0,1,"50,00",0,1,0,1,0,0,0,0
54588V625325,FILIPSTAD ØSTGÅENDE RAMPER,EV18 S55D1 m4888 KD1 m213,2020-11-14T00:00+01:00,2020-11-15T00:00+01:00,2020-11-14,Totalt i retning Sentrum,4053,"100,0",24,24,0,7,"99,83",3510,536,42,41,278,175,175,0
54588V625325,FILIPSTAD ØSTGÅENDE RAMPER,EV18 S55D1 m4888 KD1 m213,2020-11-14T00:00+01:00,2020-11-15T00:00+01:00,2020-11-14,Totalt,4055,"100,0",24,24,0,8,"99,80",3510,537,42,42,278,175,175,0
