Trafikkregistreringspunkt,Navn,Vegreferanse,Fra,Til,Dato,Felt,Volum,Dekningsgrad (%),Antall timer total,Antall timer inkludert,Antall timer ugyldig,Ikke gyldig lengde,Lengdekvalitetsgrad (%),"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
04925V444232,Lysakerlokket,EV18 S54D1 m776,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,1,7512,"100,0",24,24,0,0,"100,00",7380,132,61,38,16,17,16,1
04925V444232,Lysakerlokket,EV18 S54D1 m776,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,2,3563,"100,0",24,24,0,0,"100,00",3522,41,22,7,2,10,10,0
04925V444232,Lysakerlokket,EV18 S54D1 m776,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,3,12666,"100,0",24,24,0,0,"100,00",11976,690,162,148,230,150,143,7
04925V444232,Lysakerlokket,EV18 S54D1 m776,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,4,10739,"100,0",24,24,0,0,"100,00",10326,413,105,95,57,156,150,6
04925V444232,Lysakerlokket,EV18 S54D1 m776,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,6,1954,"100,0",24,24,0,1,"99,95",1729,224,23,16,163,22,22,0
04925V444232,Lysakerlokket,EV18 S54D1 m776,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Drammen,16255,"100,0",24,24,0,0,"100,00",15577,678,150,118,222,188,182,6
04925V444232,Lysakerlokket,EV18 S54D1 m776,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Oslo,20179,"100,0",24,24,0,1,"100,00",19356,822,223,186,246,167,159,8
04925V444232,Lysakerlokket,EV18 S54D1 m776,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt,36434,"100,0",24,24,0,1,"100,00",34933,1500,373,304,468,355,341,14
04925V444232,Lysakerlokket,EV18 S54D1 m776,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,1,11090,"98,6",24,24,0,0,"100,00",10603,487,277,111,12,87,86,1
04925V444232,Lysakerlokket,EV18 S54D1 m776,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,2,7670,"98,6",24,24,0,0,"100,00",7353,317,162,56,17,82,78,4
