Trafikkregistreringspunkt,Navn,Vegreferanse,Fra,Til,Dato,Felt,Volum,Dekningsgrad (%),Antall timer total,Antall timer inkludert,Antall timer ugyldig,Ikke gyldig lengde,Lengdekvalitetsgrad (%),"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
99999V444329,STRANDVEIEN,FV1633 S1D10 m23,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,1,371,"100,0",24,24,0,288,"22,37",82,1,1,0,0,0,0,0
99999V444329,STRANDVEIEN,FV1633 S1D10 m23,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,2,81,"100,0",24,24,0,45,"44,44",35,1,1,0,0,0,0,0
99999V444329,STRANDVEIEN,FV1633 S1D10 m23,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Lysaker,35,"100,0",24,24,0,14,"60,00",21,0,0,0,0,0,0,0
99999V444329,STRANDVEIEN,FV1633 S1D10 m23,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Oslo,417,"100,0",24,24,0,319,"23,50",96,2,2,0,0,0,0,0
99999V444329,STRANDVEIEN,FV1633 S1D10 m23,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt,452,"100,0",24,24,0,333,"26,33",117,2,2,0,0,0,0,0
99999V444329,STRANDVEIEN,FV1633 S1D10 m23,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,1,2073,"100,0",24,24,0,1579,"23,83",492,2,2,0,0,0,0,0
99999V444329,STRANDVEIEN,FV1633 S1D10 m23,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,2,339,"100,0",24,24,0,199,"41,30",139,1,1,0,0,0,0,0
99999V444329,STRANDVEIEN,FV1633 S1D10 m23,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning Lysaker,232,"100,0",24,24,0,125,"46,12",107,0,0,0,0,0,0,0
99999V444329,STRANDVEIEN,FV1633 S1D10 m23,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning Oslo,2180,"100,0",24,24,0,1653,"24,17",524,3,3,0,0,0,0,0
99999V444329,STRANDVEIEN,FV1633 S1D10 m23,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt,2412,"100,0",24,24,0,1778,"26,29",631,3,3,0,0,0,0,0
99999V444329,STRANDVEIEN,FV1633 S1D10 m23,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,1,2466,"100,0",24,24,0,1918,"22,22",543,5,5,0,0,0,0,0
