Trafikkregistreringspunkt,Navn,Vegreferanse,Fra,Til,Dato,Felt,Volum,Dekningsgrad (%),Antall timer total,Antall timer inkludert,Antall timer ugyldig,Ikke gyldig lengde,Lengdekvalitetsgrad (%),"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,1,488,"99,7",24,24,0,1,"99,80",419,68,17,11,2,38,37,1
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,2,1459,"99,7",24,24,0,0,"100,00",1408,51,37,9,1,4,4,0
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,3,3263,"99,7",24,24,0,0,"100,00",2985,278,60,82,11,125,122,3
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,4,2249,"99,7",24,24,0,1,"99,96",1978,270,53,67,23,127,120,7
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning STRÄMSVEIEN,3708,"99,7",24,24,0,1,"99,97",3386,321,90,76,24,131,124,7
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning ÄSTRE AKER VEI,3751,"99,7",24,24,0,1,"99,97",3404,346,77,93,13,163,159,4
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt,7459,"99,7",24,24,0,2,"99,97",6790,667,167,169,37,294,283,11
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,1,3028,"100,0",24,24,0,0,"100,00",1534,1494,356,616,19,503,484,19
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,2,3677,"100,0",24,24,0,0,"100,00",3264,413,260,109,7,37,37,0
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,3,7430,"100,0",24,24,0,4,"99,95",6272,1154,383,461,34,276,262,14
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,4,5899,"100,0",24,24,0,1,"99,98",4169,1729,449,623,66,591,553,38
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning STRÄMSVEIEN,9577,"100,0",24,24,0,2,"99,98",7433,2142,709,732,73,628,590,38
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning ÄSTRE AKER VEI,10457,"100,0",24,24,0,3,"99,97",7806,2648,739,1077,53,779,746,33
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt,20034,"100,0",24,24,0,5,"99,98",15239,4790,1448,1809,126,1407,1336,71
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,1,3263,"99,8",24,24,0,2,"99,94",1561,1700,391,615,24,670,633,37
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,2,3866,"99,8",24,24,0,1,"99,97",3429,436,251,130,5,50,50,0
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,3,7867,"99,8",24,24,0,1,"99,99",6604,1262,459,473,40,290,270,20
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,4,6133,"99,8",24,24,0,1,"99,98",4225,1907,519,604,67,717,668,49
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt i retning STRÄMSVEIEN,9999,"99,8",24,24,0,2,"99,98",7654,2343,770,734,72,767,718,49
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt i retning ÄSTRE AKER VEI,11130,"99,8",24,24,0,3,"99,97",8165,2962,850,1088,64,960,903,57
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt,21129,"99,8",24,24,0,5,"99,98",15819,5305,1620,1822,136,1727,1621,106
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,1,3412,"99,9",24,24,0,0,"100,00",1650,1762,396,642,25,699,663,36
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,2,4045,"99,9",24,24,0,0,"100,00",3529,516,310,147,6,53,53,0
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,3,8077,"99,9",24,24,0,0,"100,00",6830,1247,421,472,39,315,290,25
49763V2367192,Nedre Kalbakkvei ved gravlund,RV191 S1D1 m726,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,4,6156,"99,9",24,24,0,0,"100,00",4213,1943,488,623,80,752,702,50
