Trafikkregistreringspunkt,Navn,Vegreferanse,Fra,Til,Dato,Felt,Volum,Dekningsgrad (%),Antall timer total,Antall timer inkludert,Antall timer ugyldig,Ikke gyldig lengde,Lengdekvalitetsgrad (%),"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,2,2268,"99,8",24,24,0,0,"100,00",2224,44,24,9,6,5,5,0
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,4,9833,"99,8",24,24,0,1,"99,99",9163,669,156,150,241,122,118,4
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,6,68,"99,8",24,24,0,0,"100,00",49,19,0,8,10,1,1,0
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Furuset,0,"99,8",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Helsfyr,12169,"99,8",24,24,0,1,"99,99",11436,732,180,167,257,128,124,4
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt,12169,"99,8",24,24,0,1,"99,99",11436,732,180,167,257,128,124,4
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,2,6901,"100,0",24,24,0,0,"100,00",6523,378,263,61,15,39,39,0
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,4,14400,"100,0",24,24,0,0,"100,00",11539,2861,648,869,535,809,793,16
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,6,136,"100,0",24,24,0,0,"100,00",109,27,0,10,15,2,2,0
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning Furuset,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning Helsfyr,21437,"100,0",24,24,0,0,"100,00",18171,3266,911,940,565,850,834,16
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt,21437,"100,0",24,24,0,0,"100,00",18171,3266,911,940,565,850,834,16
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,2,8170,"99,9",24,24,0,0,"100,00",7732,438,311,67,15,45,44,1
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,4,15394,"99,9",24,24,0,0,"100,00",12024,3370,786,1003,572,1009,985,24
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,6,128,"99,9",24,24,0,0,"100,00",97,31,2,12,17,0,0,0
05120V625649,E6 Alnabru Nordgående Helsfyr Furuset,EV6 S16D20 m448,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt i retning Furuset,0,"99,9",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
