Trafikkregistreringspunkt,Navn,Vegreferanse,Fra,Til,Dato,Felt,Volum,Dekningsgrad (%),Antall timer total,Antall timer inkludert,Antall timer ugyldig,Ikke gyldig lengde,Lengdekvalitetsgrad (%),"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
79676V625225,Avrampe Klemtsrudkrysset Sørgående,EV6 S15D1 m2561 KD3 m191,2019-11-25T00:00+01:00,2019-11-26T00:00+01:00,2019-11-25,1,3919,"37,5",24,10,1,3,"99,92",3581,335,132,118,31,54,54,0
79676V625225,Avrampe Klemtsrudkrysset Sørgående,EV6 S15D1 m2561 KD3 m191,2019-11-25T00:00+01:00,2019-11-26T00:00+01:00,2019-11-25,Totalt i retning Klemetsrud,3919,"37,5",24,10,1,3,"99,92",3581,335,132,118,31,54,54,0
79676V625225,Avrampe Klemtsrudkrysset Sørgående,EV6 S15D1 m2561 KD3 m191,2019-11-25T00:00+01:00,2019-11-26T00:00+01:00,2019-11-25,Totalt i retning Mortensrud,0,"37,5",24,10,1,0,"100,00",0,0,0,0,0,0,0,0
79676V625225,Avrampe Klemtsrudkrysset Sørgående,EV6 S15D1 m2561 KD3 m191,2019-11-25T00:00+01:00,2019-11-26T00:00+01:00,2019-11-25,Totalt,3919,"37,5",24,10,1,3,"99,92",3581,335,132,118,31,54,54,0
79676V625225,Avrampe Klemtsrudkrysset Sørgående,EV6 S15D1 m2561 KD3 m191,2019-11-26T00:00+01:00,2019-11-27T00:00+01:00,2019-11-26,1,7504,"100,0",24,24,0,15,"99,80",6446,1043,414,350,86,193,191,2
79676V625225,Avrampe Klemtsrudkrysset Sørgående,EV6 S15D1 m2561 KD3 m191,2019-11-26T00:00+01:00,2019-11-27T00:00+01:00,2019-11-26,Totalt i retning Klemetsrud,7504,"100,0",24,24,0,15,"99,80",6446,1043,414,350,86,193,191,2
79676V625225,Avrampe Klemtsrudkrysset Sørgående,EV6 S15D1 m2561 KD3 m191,2019-11-26T00:00+01:00,2019-11-27T00:00+01:00,2019-11-26,Totalt i retning Mortensrud,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
79676V625225,Avrampe Klemtsrudkrysset Sørgående,EV6 S15D1 m2561 KD3 m191,2019-11-26T00:00+01:00,2019-11-27T00:00+01:00,2019-11-26,Totalt,7504,"100,0",24,24,0,15,"99,80",6446,1043,414,350,86,193,191,2
79676V625225,Avrampe Klemtsrudkrysset Sørgående,EV6 S15D1 m2561 KD3 m191,2019-11-27T00:00+01:00,2019-11-28T00:00+01:00,2019-11-27,1,7606,"100,0",24,24,0,7,"99,91",6479,1120,450,349,92,229,225,4
79676V625225,Avrampe Klemtsrudkrysset Sørgående,EV6 S15D1 m2561 KD3 m191,2019-11-27T00:00+01:00,2019-11-28T00:00+01:00,2019-11-27,Totalt i retning Klemetsrud,7606,"100,0",24,24,0,7,"99,91",6479,1120,450,349,92,229,225,4
79676V625225,Avrampe Klemtsrudkrysset Sørgående,EV6 S15D1 m2561 KD3 m191,2019-11-27T00:00+01:00,2019-11-28T00:00+01:00,2019-11-27,Totalt i retning Mortensrud,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
79676V625225,Avrampe Klemtsrudkrysset Sørgående,EV6 S15D1 m2561 KD3 m191,2019-11-27T00:00+01:00,2019-11-28T00:00+01:00,2019-11-27,Totalt,7606,"100,0",24,24,0,7,"99,91",6479,1120,450,349,92,229,225,4
