Trafikkregistreringspunkt,Navn,Vegreferanse,Fra,Til,Dato,Felt,Volum,Dekningsgrad (%),Antall timer total,Antall timer inkludert,Antall timer ugyldig,Ikke gyldig lengde,Lengdekvalitetsgrad (%),"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,1,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Mastemyr,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Oslo,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,1,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning Mastemyr,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning Oslo,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,1,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt i retning Mastemyr,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt i retning Oslo,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,1,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,Totalt i retning Mastemyr,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,Totalt i retning Oslo,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,Totalt,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,1,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,Totalt i retning Mastemyr,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,Totalt i retning Oslo,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,Totalt,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-06T00:00+01:00,2019-01-07T00:00+01:00,2019-01-06,1,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-06T00:00+01:00,2019-01-07T00:00+01:00,2019-01-06,Totalt i retning Mastemyr,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-06T00:00+01:00,2019-01-07T00:00+01:00,2019-01-06,Totalt i retning Oslo,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-06T00:00+01:00,2019-01-07T00:00+01:00,2019-01-06,Totalt,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-07T00:00+01:00,2019-01-08T00:00+01:00,2019-01-07,1,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-07T00:00+01:00,2019-01-08T00:00+01:00,2019-01-07,Totalt i retning Mastemyr,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-07T00:00+01:00,2019-01-08T00:00+01:00,2019-01-07,Totalt i retning Oslo,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-07T00:00+01:00,2019-01-08T00:00+01:00,2019-01-07,Totalt,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-08T00:00+01:00,2019-01-09T00:00+01:00,2019-01-08,1,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-08T00:00+01:00,2019-01-09T00:00+01:00,2019-01-08,Totalt i retning Mastemyr,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-08T00:00+01:00,2019-01-09T00:00+01:00,2019-01-08,Totalt i retning Oslo,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
02924V625304,MOSSEV V/FISKEV rampe sørgående,EV18 S56D1 m7552 KD1 m10,2019-01-08T00:00+01:00,2019-01-09T00:00+01:00,2019-01-08,Totalt,-,"0,0",24,24,0,-,-,-,-,-,-,-,-,-,-
