Trafikkregistreringspunkt,Navn,Vegreferanse,Fra,Til,Dato,Felt,Volum,Dekningsgrad (%),Antall timer total,Antall timer inkludert,Antall timer ugyldig,Ikke gyldig lengde,Lengdekvalitetsgrad (%),"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,1,3232,"100,0",24,24,0,1200,"62,87",2009,23,18,4,1,0,0,0
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,3,12474,"100,0",24,24,0,4416,"64,60",7851,207,91,65,15,36,36,0
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Sinsen,15706,"100,0",24,24,0,5616,"64,24",9860,230,109,69,16,36,36,0
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Økern,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt,15706,"100,0",24,24,0,5616,"64,24",9860,230,109,69,16,36,36,0
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,1,7514,"100,0",24,24,0,2950,"60,74",4464,100,84,12,2,2,2,0
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,3,17249,"100,0",24,24,0,4762,"72,39",11282,1205,453,483,93,176,173,3
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning Sinsen,24763,"100,0",24,24,0,7712,"68,86",15746,1305,537,495,95,178,175,3
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning Økern,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt,24763,"100,0",24,24,0,7712,"68,86",15746,1305,537,495,95,178,175,3
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,1,8347,"100,0",24,24,0,3125,"62,56",5112,110,89,17,3,1,0,1
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,3,17551,"100,0",24,24,0,2601,"85,18",13317,1633,609,607,171,246,244,2
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt i retning Sinsen,25898,"100,0",24,24,0,5726,"77,89",18429,1743,698,624,174,247,244,3
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt i retning Økern,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt,25898,"100,0",24,24,0,5726,"77,89",18429,1743,698,624,174,247,244,3
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,1,8296,"100,0",24,24,0,3398,"59,04",4785,113,92,16,3,2,2,0
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,3,17143,"100,0",24,24,0,2940,"82,85",12810,1393,548,571,94,180,176,4
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,Totalt i retning Sinsen,25439,"100,0",24,24,0,6338,"75,09",17595,1506,640,587,97,182,178,4
10287V2312216,Lørentunellen Vestgående,RV150 S1D1 m1336,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,Totalt i retning Økern,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
