Trafikkregistreringspunkt,Navn,Vegreferanse,Fra,Til,Dato,Felt,Volum,Dekningsgrad (%),Antall timer total,Antall timer inkludert,Antall timer ugyldig,Ikke gyldig lengde,Lengdekvalitetsgrad (%),"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,1,2013,"100,0",24,24,0,0,"100,00",1771,242,20,6,143,73,73,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Lysaker torg,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt i retning Oslo,2013,"100,0",24,24,0,0,"100,00",1771,242,20,6,143,73,73,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-01T00:00+01:00,2019-01-02T00:00+01:00,2019-01-01,Totalt,2013,"100,0",24,24,0,0,"100,00",1771,242,20,6,143,73,73,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,1,4973,"98,6",24,24,0,0,"100,00",4443,530,91,59,297,83,83,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning Lysaker torg,0,"98,6",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt i retning Oslo,4973,"98,6",24,24,0,0,"100,00",4443,530,91,59,297,83,83,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-02T00:00+01:00,2019-01-03T00:00+01:00,2019-01-02,Totalt,4973,"98,6",24,24,0,0,"100,00",4443,530,91,59,297,83,83,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,1,5920,"100,0",24,24,0,0,"100,00",5337,583,112,58,325,88,88,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt i retning Lysaker torg,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt i retning Oslo,5920,"100,0",24,24,0,0,"100,00",5337,583,112,58,325,88,88,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-03T00:00+01:00,2019-01-04T00:00+01:00,2019-01-03,Totalt,5920,"100,0",24,24,0,0,"100,00",5337,583,112,58,325,88,88,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,1,6014,"100,0",24,24,0,0,"100,00",5421,593,105,83,318,87,87,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,Totalt i retning Lysaker torg,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,Totalt i retning Oslo,6014,"100,0",24,24,0,0,"100,00",5421,593,105,83,318,87,87,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-04T00:00+01:00,2019-01-05T00:00+01:00,2019-01-04,Totalt,6014,"100,0",24,24,0,0,"100,00",5421,593,105,83,318,87,87,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,1,3276,"100,0",24,24,0,0,"100,00",3006,270,24,26,145,75,75,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,Totalt i retning Lysaker torg,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,Totalt i retning Oslo,3276,"100,0",24,24,0,0,"100,00",3006,270,24,26,145,75,75,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-05T00:00+01:00,2019-01-06T00:00+01:00,2019-01-05,Totalt,3276,"100,0",24,24,0,0,"100,00",3006,270,24,26,145,75,75,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-06T00:00+01:00,2019-01-07T00:00+01:00,2019-01-06,1,2979,"100,0",24,24,0,0,"100,00",2719,260,26,18,144,72,72,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-06T00:00+01:00,2019-01-07T00:00+01:00,2019-01-06,Totalt i retning Lysaker torg,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-06T00:00+01:00,2019-01-07T00:00+01:00,2019-01-06,Totalt i retning Oslo,2979,"100,0",24,24,0,0,"100,00",2719,260,26,18,144,72,72,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-06T00:00+01:00,2019-01-07T00:00+01:00,2019-01-06,Totalt,2979,"100,0",24,24,0,0,"100,00",2719,260,26,18,144,72,72,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-07T00:00+01:00,2019-01-08T00:00+01:00,2019-01-07,1,6226,"100,0",24,24,0,0,"100,00",5647,579,110,98,286,85,85,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-07T00:00+01:00,2019-01-08T00:00+01:00,2019-01-07,Totalt i retning Lysaker torg,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-07T00:00+01:00,2019-01-08T00:00+01:00,2019-01-07,Totalt i retning Oslo,6226,"100,0",24,24,0,0,"100,00",5647,579,110,98,286,85,85,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-07T00:00+01:00,2019-01-08T00:00+01:00,2019-01-07,Totalt,6226,"100,0",24,24,0,0,"100,00",5647,579,110,98,286,85,85,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-08T00:00+01:00,2019-01-09T00:00+01:00,2019-01-08,1,6415,"100,0",24,24,0,0,"100,00",5789,626,137,98,297,94,94,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-08T00:00+01:00,2019-01-09T00:00+01:00,2019-01-08,Totalt i retning Lysaker torg,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-08T00:00+01:00,2019-01-09T00:00+01:00,2019-01-08,Totalt i retning Oslo,6415,"100,0",24,24,0,0,"100,00",5789,626,137,98,297,94,94,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-08T00:00+01:00,2019-01-09T00:00+01:00,2019-01-08,Totalt,6415,"100,0",24,24,0,0,"100,00",5789,626,137,98,297,94,94,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-09T00:00+01:00,2019-01-10T00:00+01:00,2019-01-09,1,6558,"100,0",24,24,0,0,"100,00",5958,600,148,83,284,85,85,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-09T00:00+01:00,2019-01-10T00:00+01:00,2019-01-09,Totalt i retning Lysaker torg,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-09T00:00+01:00,2019-01-10T00:00+01:00,2019-01-09,Totalt i retning Oslo,6558,"100,0",24,24,0,0,"100,00",5958,600,148,83,284,85,85,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-09T00:00+01:00,2019-01-10T00:00+01:00,2019-01-09,Totalt,6558,"100,0",24,24,0,0,"100,00",5958,600,148,83,284,85,85,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-10T00:00+01:00,2019-01-11T00:00+01:00,2019-01-10,1,6692,"100,0",24,24,0,38,"99,43",5994,660,167,97,298,98,97,1
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-10T00:00+01:00,2019-01-11T00:00+01:00,2019-01-10,Totalt i retning Lysaker torg,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-10T00:00+01:00,2019-01-11T00:00+01:00,2019-01-10,Totalt i retning Oslo,6692,"100,0",24,24,0,38,"99,43",5994,660,167,97,298,98,97,1
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-10T00:00+01:00,2019-01-11T00:00+01:00,2019-01-10,Totalt,6692,"100,0",24,24,0,38,"99,43",5994,660,167,97,298,98,97,1
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-11T00:00+01:00,2019-01-12T00:00+01:00,2019-01-11,1,6456,"100,0",24,24,0,0,"100,00",5866,590,137,77,292,84,84,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-11T00:00+01:00,2019-01-12T00:00+01:00,2019-01-11,Totalt i retning Lysaker torg,0,"100,0",24,24,0,0,"100,00",0,0,0,0,0,0,0,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-11T00:00+01:00,2019-01-12T00:00+01:00,2019-01-11,Totalt i retning Oslo,6456,"100,0",24,24,0,0,"100,00",5866,590,137,77,292,84,84,0
71728V443308,Lysakerlokket rampe,EV18 S54D1 m837 KD2 m139,2019-01-11T00:00+01:00,2019-01-12T00:00+01:00,2019-01-11,Totalt,6456,"100,0",24,24,0,0,"100,00",5866,590,137,77,292,84,84,0
